user_id,follower_len,follows_len,tweets_len
20665935,35,16,
20668891,134,9,
20669032,28,28,
20670636,3,1,
20673385,27,20,
20674226,9,54,
20676730,22,2,
20679559,17,18,
20680992,2,14,
20681651,12,43,
20681936,112,2,
20682302,4,5,
20682530,3,3,
20682963,25,14,
20683123,2,11,
20683482,96,2,
20684656,28,8,
20686269,3,18,
20687592,4,2,
20688961,35,5,
20689206,217,4,
20690158,19,33,
20690398,39,36,
20691338,9,8,
20691505,12,25,
20692317,4,2,
20693706,2,13,
20694533,8,17,
20695144,7,21,
20695474,6,4,
20695670,12,254,
20696181,6,4,
20696334,4,6,
20696985,13,53,
20697303,1,29,
20697680,10,8,
20698268,27,21,
20698435,6,95,
20699221,24,21,
20699709,2,21,
20699981,2,4,
20701075,8,11,
20701825,4,18,
20702626,5,9,
20703666,111,3,
20707966,22,12,
20708381,3,2,
20709790,10,34,
20710449,1,12,
20710809,7,11,
20711514,6,2,
20712303,5,11,
20712305,5,19,
20713061,33,17,
20714235,102,3,
20714246,25,13,
20714308,7,2,
20715659,4,29,
20716183,7,10,
20716719,6,9,
20717023,2,82,
20717420,9,12,
20717476,10,13,
20718199,45,54,
20718696,27,3,
20719780,1,5,
20720530,11,18,
20724917,43,24,
20726422,140,9,
20726549,7,6,
20727483,6,39,
20727819,26,6,
20727866,8,18,
20728488,10,2,
20728526,2,1,
20728561,16,37,
20728601,7,10,
20728733,5,2,
20729471,3,5,
20729508,38,2,
20729576,20,33,
20729766,2,8,
20731304,11,13,
20731363,1,14,
20731383,3,2,
20731499,6,11,
20733397,31,37,
20733754,1,31,
20734411,9,2,
20734434,79,8,
20734751,117,7,
20735177,1,3,
20735735,16,15,
20737334,5,16,
20737911,118,6,
20738115,30,17,
20738326,25,25,
20738570,89,1,
20740042,39,3,
20740556,1,25,
20740890,4,403,
20742169,13,21,
20744708,6,54,
20745130,110,5,
20745274,9,11,
20745730,26,3,
20747022,5,12,
20747741,94,1,
20747847,113,21,
20749410,4,93,
20751546,16,27,
20753669,13,4,
20755026,2,1,
20755072,2,2,
20755177,55,13,
20755852,28,9,
20756861,11,59,
20757610,32,36,
20757640,34,1,
20758393,128,6,
20759034,31,23,
20760755,1,41,
20765038,8,3,
20765126,102,10,
20765550,15,6,
20765959,6,3,
20766172,1,40,
20768539,6,105,
20768844,7,11,
20769495,1,13,
20769532,38,32,
20771988,2,75,
20772763,27,15,
20773449,11,11,
20774237,5,22,
20774852,62,38,
20776286,5,33,
20777047,6,19,
20777337,87,2,
20778387,8,2,
20780157,6,1,
20780966,10,4,
20782224,15,4,
20782372,3,13,
20783678,2,27,
20784548,37,1,
20784683,4,21,
20785093,16,1,
20785993,5,77,
20786397,2,58,
20786717,11,12,
20787239,13,41,
20787272,7,136,
20787623,245,19,
20789819,8,1,
20790079,5,14,
20793655,79,5,
20793816,16,4,
20794158,35,14,
20794818,1,6,
20796121,1,3,
20796323,5,57,
20797196,9,5,
20797320,9,23,
20798630,2,14,
20800328,28,113,
20800581,10,4,
20801235,37,1,
20801610,4,68,
20801691,16,23,
20801706,33,2,
20802008,5,7,
20802030,18,164,
20802277,37,87,
20803022,74,53,
20803125,25,11,
20804572,24,77,
20804649,20,2,
20805512,12,410,
20806397,13,1,
20806808,45,8,
20808128,11,16,
20808638,2,3,
20808669,11,4,
20809019,20,18,
20809087,5,2,
20809506,24,2,
20811033,1,22,
20811938,20,2,
20812193,1,22,
20812738,10,18,
20813021,1,72,
20813165,37,52,
20813935,43,1,
20814006,6,44,
20815352,19,3,
20815601,2,3,
20817128,25,11,
20817223,34,24,
20818625,10,22,
20819602,9,1,
20823648,25,26,
20823773,3,3,
20823928,39,16,
20824887,77,11,
20825949,2,1,
20826222,26,18,
20827153,86,13,
20830692,24,1,
20830918,6,22,
20831050,20,10,
20831583,9,4,
20832000,9,20,
20832127,32,3,
20832742,11,1,
20832784,16,24,
20833230,2,22,
20833944,5,31,
20834244,29,2,
20834338,19,1,
20834745,63,2,
20834793,16,15,
20835508,29,13,
20835692,9,6,
20836794,108,565,
20838196,49,17,
20838371,3,254,
20838780,5,16,
20846868,7,16,
20849453,4,4,
20851642,9,4,
20852488,26,19,
20855746,52,38,
20861267,1,16,
20861428,42,61,
20861943,73,57,
20862193,2,15,
20862562,8,12,
20863627,29,3,
20863936,18,58,
20866261,8,3,
20867054,11,26,
20867394,5,45,
20867568,3,3,
20867881,7,4,
20868446,6,2,
20868708,4,7,
20870216,142,2,
20872592,13,2,
20872762,26,12,
20874192,15,36,
20875151,33,3,
20875384,7,6,
20875991,16,48,
20880089,6,3,
20880197,25,8,
20880546,181,11,
20883595,4,29,
20883980,1,1,
20886466,1,192,
20887746,14,38,
20888115,15,13,
20888597,67,9,
20889680,30,56,
20889956,7,68,
20890281,11,12,
20891157,2,1,
20891309,7,13,
20893002,3,20,
20893127,5,5,
20893477,9,1,
20893862,11,1,
20894095,16,27,
20897055,31,2,
20897505,2,20,
20898328,21,15,
20898939,7,8,
20899023,34,6,
20900082,82,17,
20900200,17,1,
20901102,15,2,
20901447,8,27,
20902597,28,7,
20902878,5,39,
20904050,119,14,
20904390,5,3,
20904455,142,12,
20904735,22,19,
20905358,8,10,
20905374,7,10,
20906420,1,8,
20906991,9,3,
20907800,6,88,
20908109,39,6,
20909056,26,6,
20910568,19,6,
20910930,15,3,
20911586,4,104,
20911987,24,18,
20916684,5,1,
20918020,61,2,
20918560,17,6,
20921327,21,8,
20922499,14,1,
20923753,113,10,
20923839,13,12,
20925179,3,7,
20926802,1,5,
20926806,61,1,
20927666,15,1,
20928893,19,7,
20931046,1,40,
20933432,5,14,
20935355,238,12,
20935379,84,13,
20938877,1,14,
20939475,45,4,
20941623,9,33,
20941681,18,13,
20942084,5,1,
20942815,54,13,
20943534,36,5,
20943986,16,8,
20944845,4,17,
20946695,32,13,
20946945,39,5,
20947840,2,36,
20950137,77,68,
20950208,99,20,
20952051,22,74,
20953696,1,27,
20953826,5,69,
20953935,43,11,
20954408,42,52,
20958080,15,15,
20958304,39,5,
20958456,118,1,
20958688,5,5,
20959408,2,45,
20959983,5,7,
20960901,5,49,
20961125,12,16,
20961788,19,7,
20962011,7,4,
20962560,3,1,
20962569,6,3,
20962674,13,11,
20963289,2,39,
20963773,42,15,
20964142,15,473,
20965177,17,60,
20967403,2,9,
20967776,41,24,
20967815,7,7,
20967892,5,48,
20968877,40,58,
20970305,43,18,
20970926,69,1,
20971132,14,9,
20972371,1,3,
20975060,36,14,
20975645,9,2,
20976154,65,5,
20976355,10,7,
20978103,12,11,
20979011,7,17,
20979133,4,27,
20981595,20,32,
20984259,76,13,
20985527,4,3,
20987087,9,4,
20987724,76,3,
20988841,1,104,
20989759,13,7,
20990949,4,14,
20993292,16,29,
20993812,4,1,
20997349,37,11,
20997959,26,18,
20998647,30,5,
20999409,124,22,
21000248,14,4,
21001434,29,48,
21001458,3,3,
21001465,3,59,
21001534,30,10,
21004979,7,13,
21007344,2,60,
21008297,3,3,
21009257,19,34,
21010214,31,4,
21010229,1,28,
21012522,5,43,
21012766,13,3,
21012872,36,17,
21013084,3,27,
21013394,6,6,
21013992,22,1,
21014087,30,18,
21014406,3,7,
21014439,19,36,
21017448,21,11,
21019021,11,1,
21019295,10,6,
21019702,12,77,
21019826,7,84,
21019965,5,1,
21020539,28,13,
21021166,15,3,
21021321,2,3,
21022950,14,1,
21023829,14,6,
21023970,14,9,
21024360,9,3,
21024630,8,12,
21024748,13,6,
21024997,19,15,
21025198,12,2,
21027466,3,56,
21028234,55,3,
21028481,13,127,
21028733,5,4,
21029619,4,1,
21029786,9,1,
21031864,59,15,
21032575,4,18,
21033271,18,59,
21034324,24,2,
21035409,44,1,
21036572,1,148,
21037143,11,60,
21038325,18,6,
21038628,31,37,
21039860,52,1,
21040811,51,9,
21041523,45,10,
21042324,10,3,
21044126,2,13,
21044272,11,27,
21044572,54,16,
21046818,1,21,
21046992,1,141,
21047774,31,4,
21048044,3,15,
21048745,1,1,
21048904,37,58,
21048995,8,1,
21049178,11,1,
21052631,6,6,
21053050,5,10,
21053132,2,2,
21053475,11,7,
21053653,16,82,
21053921,61,5,
21054053,1,16,
21054095,21,1,
21054932,5,17,
21055620,2,16,
21055627,4,2,
21055919,2,3,
21056214,33,8,
21056862,22,47,
21059860,6,5,
21060879,83,17,
21060968,18,13,
21061352,2,3,
21061498,165,6,
21062349,33,131,
21062429,9,35,
21063405,28,150,
21064165,2,1,
21065110,3,3,
21065280,18,3,
21066109,3,38,
21066137,2,2,
21066199,110,81,
21066262,5,9,
21067991,12,12,
21068395,11,33,
21068781,23,202,
21068919,20,44,
21069452,8,27,
21069472,10,2,
21069600,10,1,
21069922,5,26,
21071072,1,33,
21071513,19,70,
21071889,33,29,
21073067,14,151,
21073251,15,13,
21074641,16,10,
21075351,2,1,
21075893,49,3,
21076522,23,11,
21076998,50,13,
21077642,72,3,
21080244,1,1,
21083496,2,4,
21086501,28,13,
21088957,1,1,
21089219,4,5,
21090480,4,344,
21090871,106,9,
21091653,2,126,
21091877,123,38,
21093055,1,1,
21093744,3,2,
21093854,3,8,
21093865,14,17,
21094279,178,3,
21094472,8,55,
21094888,19,7,
21095368,19,82,
21095472,18,36,
21095500,13,3,
21095825,20,91,
21095858,16,4,
21097133,27,5,
21097886,1,2,
21101711,48,14,
21101923,28,60,
21102601,19,24,
21103145,22,4,
21104725,2,1,
21105092,46,12,
21105227,3,6,
21105735,17,13,
21106726,5,3,
21107303,39,4,
21110041,3,7,
21110900,18,7,
21110908,1,2,
21111304,64,35,
21111715,26,14,
21111787,15,7,
21111883,70,1,
21111896,70,106,
21112026,6,35,
21112249,29,45,
21114659,16,12,
21115824,12,4,
21116178,3,3,
21116188,4,8,
21116838,11,20,
21117658,14,2,
21118477,6,10,
21118985,18,1,
21119799,3,3,
21119820,5,23,
21122578,4,28,
21122937,24,4,
21122950,28,6,
21123806,54,21,
21123853,29,26,
21125133,8,4,
21125396,2,46,
21127128,1,39,
21127620,10,14,
21128334,59,25,
21128662,26,27,
21129091,12,5,
21131149,42,19,
21131816,16,13,
21131904,16,1,
21132431,104,83,
21133007,19,12,
21133034,5,3,
21133172,2,9,
21133904,30,34,
21134190,123,240,
21134235,24,1,
21134629,12,7,
21135496,1,18,
21138801,19,21,
21138936,40,21,
21139132,39,70,
21139824,21,17,
21142818,14,29,
21142831,3,59,
21144530,24,22,
21144947,1,1,
21145241,16,5,
21145433,88,27,
21145764,6,7,
21146135,70,11,
21146523,35,2,
21146550,14,1,
21148232,12,52,
21149003,92,2,
21149090,3,18,
21149226,6,10,
21149618,5,5,
21150701,7,25,
21150703,3,1,
21151166,6,1,
21152649,20,7,
21153379,1,1,
21153970,6,6,
21154526,16,41,
21155580,14,2,
21156523,9,20,
21157724,5,38,
21158442,25,1,
21158690,144,66,
21158707,18,7,
21159399,45,1,
21159506,3,16,
21159746,3,2,
21160682,1,31,
21162131,8,22,
21162467,2,65,
21162492,8,2,
21163925,3,32,
21163964,22,7,
21164590,1,2,
21164668,12,3,
21166240,18,8,
21166244,54,3,
21167590,5,14,
21167694,10,214,
21169798,40,5,
21170010,15,10,
21170263,6,36,
21172133,4,27,
21173066,24,3,
21173505,79,11,
21173854,1,1,
21174149,10,3,
21174285,40,21,
21174324,27,163,
21174524,9,2,
21174708,6,31,
21175231,6,111,
21176417,50,8,
21177855,2,34,
21178264,2,1,
21178944,26,5,
21179744,15,5,
21181059,127,14,
21182406,46,9,
21182763,26,2,
21184394,8,3,
21184977,1,2,
21185126,22,56,
21185720,9,12,
21186125,136,3,
21187828,14,8,
21188490,24,35,
21190085,18,1,
21191567,20,9,
21193379,4,40,
21195122,269,5,
21196272,3,21,
21198307,4,240,
21198456,3,1,
21199489,6,8,
21200516,49,7,
21201037,31,5,
21201280,12,3,
21201351,32,2,
21201424,33,1,
21201598,18,26,
21202532,59,730,
21204424,1,30,
21204951,4,1,
21205043,1,4,
21205756,3,1,
21206147,29,53,
21207027,25,4,
21208444,62,3,
21209392,31,13,
21209783,2,21,
21210048,23,4,
21211423,22,2,
21211908,3,25,
21212730,42,52,
21214422,14,19,
21215111,43,7,
21215371,22,174,
21217251,22,13,
21217761,5,2,
21218554,31,88,
21218704,17,2,
21219827,40,38,
21220972,70,91,
21222922,79,6,
21223405,6,2,
21224069,21,2,
21224587,57,8,
21224647,202,5,
21225078,86,4,
21225900,21,13,
21226684,11,59,
21226980,38,1,
21227675,2,6,
21229693,7,98,
21230679,1,1,
21231573,1,24,
21231796,16,4,
21232605,11,6,
21232967,6,87,
21233586,57,10,
21236244,1,52,
21237045,2,6,
21237766,34,11,
21238039,8,24,
21239763,48,84,
21240403,6,341,
21240511,4,326,
21241276,17,3,
21241783,39,20,
21244206,1,6,
21245956,19,2,
21246151,1,72,
21246370,9,14,
21246816,17,3,
21246945,22,1,
21247776,78,30,
21249293,12,75,
21249567,7,1,
21250550,3,30,
21251225,6,15,
21253452,19,64,
21254264,15,32,
21255118,3,28,
21255194,39,17,
21255251,5,94,
21255367,7,29,
21255844,16,22,
21257006,8,65,
21257538,2,46,
21257976,3,14,
21259011,30,32,
21260160,12,2,
21261646,25,24,
21264379,9,2,
21265075,61,19,
21265930,11,51,
21266767,4,33,
21267855,17,43,
21268213,1,7,
21268345,2,8,
21268897,21,19,
21270268,9,2,
21270978,4,2,
21272026,42,2,
21272932,3,47,
21273459,7,2,
21273590,38,3,
21274197,6,4,
21274678,19,59,
21277936,24,4,
21278412,6,12,
21278515,3,7,
21278893,2,7,
21278996,10,13,
21279016,9,132,
21279256,77,29,
21281317,3,5,
21282551,22,11,
21283402,92,4,
21283935,29,56,
21284708,2,18,
21286970,53,34,
21288589,14,90,
21292523,17,43,
21295636,26,26,
21296750,5,2,
21296960,7,5,
21297247,11,5,
21298075,4,18,
21299139,2,4,
21301903,19,15,
21301913,38,1,
21302364,10,11,
21303154,17,3,
21306875,44,14,
21308354,8,8,
21308466,7,11,
21309169,3,3,
21310147,19,4,
21310171,60,9,
21310969,27,4,
21311706,30,16,
21312378,24,12,
21312961,2,3,
21313855,30,4,
21314157,7,1,
21314814,41,4,
21315174,43,37,
21315721,75,47,
21315898,8,21,
21316047,3,4,
21316821,28,3,
21316848,19,8,
21318259,80,4,
21318788,9,11,
21319485,9,27,
21319573,88,5,
21319630,19,3,
21319801,34,5,
21320182,100,14,
21320510,1,9,
21321328,3,7,
21321813,1,8,
21323010,39,13,
21323570,8,23,
21323673,6,14,
21323946,1,3,
21324258,13,22,
21324483,43,4,
21324768,2,2,
21325680,1,4,
21326797,7,342,
21327969,33,1,
21327999,9,27,
21329199,8,3,
21329739,3,1,
21332348,52,16,
21333572,1,7,
21334008,2,9,
21334955,15,4,
21336288,21,1,
21337501,40,22,
21337712,36,75,
21338001,39,13,
21338096,16,1,
21338939,2,22,
21339114,20,3,
21339164,91,13,
21341094,2,7,
21341221,59,268,
21341573,26,7,
21342557,10,7,
21343156,36,8,
21343866,40,11,
21344543,21,11,
21345455,3,17,
21345893,32,8,
21346559,1,3,
21347199,3,8,
21347559,56,4,
21347710,25,14,
21348255,10,3,
21348554,14,41,
21349390,54,14,
21349535,6,13,
21350891,22,1,
21351236,2,41,
21351240,1,6,
21351301,14,4,
21351912,5,9,
21353197,39,6,
21353984,4,5,
21355321,10,10,
21356261,10,12,
21356310,44,88,
21357079,72,7,
21357711,5,4,
21358559,23,4,
21358633,45,10,
21360185,31,5,
21360626,1,8,
21361256,2,58,
21361707,15,2,
21362105,68,1,
21363027,10,21,
21363077,139,22,
21364520,27,928,
21364753,51,2,
21364839,17,6,
21365185,3,3,
21366823,69,2,
21368060,14,10,
21369192,72,14,
21369740,58,10,
21371293,9,14,
21372182,8,108,
21372910,29,120,
21373407,3,2,
21373560,62,41,
21373652,27,26,
21373680,11,5,
21375127,8,5,
21375816,12,14,
21375853,50,4,
21376345,1,71,
21377693,9,30,
21378183,34,182,
21379199,15,12,
21380640,39,1,
21381048,21,5,
21381872,3,16,
21383585,60,15,
21383922,1,3,
21385368,3,2,
21386174,9,24,
21386236,57,5,
21386341,17,46,
21387895,8,59,
21388284,33,19,
21388695,1,1,
21389945,3,22,
21390170,15,20,
21390400,20,16,
21391704,159,1,
21392505,38,3,
21392684,40,30,
21392716,65,59,
21394215,1,139,
21394379,2,7,
21394594,14,45,
21394805,1,6,
21396104,42,5,
21397642,5,6,
21399843,17,17,
21401466,51,9,
21401901,5,7,
21403123,1,31,
21403848,5,10,
21404171,6,3,
21404176,4,5,
21404341,42,1,
21405387,2,17,
21406257,11,33,
21406317,1,1,
21407083,70,26,
21407290,21,25,
21408011,29,4,
21408050,21,35,
21408148,10,18,
21408610,23,29,
21409122,31,31,
21409208,37,5,
21409342,35,13,
21409455,14,15,
21409847,32,20,
21410687,13,26,
21411216,5,17,
21411327,14,2,
21411794,48,12,
21413857,4,38,
21414413,46,8,
21415375,218,10,
21415400,43,26,
21416276,39,24,
21417289,10,14,
21417687,25,4,
21417710,35,11,
21417965,3,1,
21418368,31,4,
21420008,22,12,
21420090,17,23,
21420959,91,8,
21421465,3,2,
21422500,20,48,
21423021,27,41,
21425125,16,2,
21425156,5,2,
21426350,1,7,
21427278,9,8,
21427326,21,1,
21428850,11,6,
21429715,6,6,
21430043,59,1,
21433097,12,6,
21434444,24,75,
21434532,8,23,
21434769,10,6,
21435010,5,10,
21435741,2,103,
21436128,6,9,
21436558,66,3,
21436609,8,2,
21436960,208,109,
21437000,7,40,
21437537,238,4,
21437656,12,10,
21438668,15,10,
21439470,36,2,
21439907,6,35,
21440254,27,6,
21441615,14,21,
21441706,7,35,
21442019,38,77,
21442298,13,2,
21442525,10,30,
21443849,7,88,
21444410,1,32,
21444458,32,3,
21444786,4,66,
21444911,9,9,
21445379,3,99,
21446165,26,12,
21446253,4,12,
21446327,11,58,
21446776,14,17,
21447349,14,15,
21447363,25,6,
21447925,4,2,
21448862,5,2,
21449197,4,3,
21449749,1,17,
21451151,58,18,
21451849,33,1,
21452122,52,7,
21452168,56,4,
21452912,168,15,
21453226,7,43,
21453615,12,4,
21454307,1,8,
21454322,3,72,
21456186,6,47,
21456802,11,3,
21457042,11,1,
21457289,24,8,
21458147,16,10,
21458313,3,10,
21459094,10,29,
21460249,51,162,
21462532,3,14,
21464046,27,79,
21464213,1,5,
21465973,68,2,
21466234,29,92,
21466374,15,40,
21466915,3,5,
21467722,8,11,
21469563,16,59,
21470642,6,2,
21474310,9,12,
21477756,16,6,
21478442,45,30,
21491713,4,2,
21494701,9,40,
21495173,13,7,
21495496,6,1,
21497096,17,8,
21500054,5,133,
21500125,40,18,
21500635,68,80,
21502055,31,6,
21502432,3,3,
21502768,43,5,
21503831,5,49,
21504046,3,22,
21504244,64,21,
21504535,42,9,
21504589,126,42,
21505046,6,4,
21505103,4,64,
21505330,74,8,
21505705,1,46,
21506437,32,15,
21507738,51,196,
21507883,12,2,
21507989,2,4,
21512236,52,7,
21512383,24,71,
21513978,10,1,
21514014,4,2,
21515310,1,28,
21517540,1,1,
21517689,66,1,
21517874,29,15,
21518427,55,39,
21519885,3,16,
21521996,1,33,
21522083,7,1,
21522311,11,10,
21522338,2,22,
21522437,12,13,
21522660,3,3,
21523806,7,22,
21523946,55,538,
21524045,28,52,
21525246,26,3,
21525310,24,3,
21526685,6,3,
21527405,7,1,
21531222,32,45,
21532147,6,1,
21532721,19,8,
21533722,7,1,
21534164,34,2,
21536116,2,9,
21536347,1,13,
21536398,6,7,
21536473,77,141,
21536880,4,2,
21539506,1,34,
21540725,17,7,
21541543,10,26,
21541796,4,2,
21542359,87,2,
21544186,18,5,
21545736,36,27,
21546424,20,4,
21548362,37,48,
21548772,10,1,
21549924,147,30,
21550459,26,101,
21552859,12,56,
21553949,4,25,
21554226,142,1,
21555499,18,10,
21555789,5,4,
21556071,1,30,
21556678,80,45,
21559389,1,22,
21559455,2,11,
21560443,1,10,
21561302,19,2,
21561573,2,45,
21566455,20,5,
21568477,8,18,
21569149,5,9,
21570730,30,75,
21572976,17,25,
21573499,12,10,
21574742,11,2,
21575175,67,4,
21575193,88,1,
21576334,112,56,
21577678,5,2,
21578499,181,5,
21579840,19,37,
21580263,20,2,
21580985,43,3,
21581503,165,1,
21583814,2,65,
21585972,5,1,
21586418,45,1,
21586867,1,8,
21586997,2,4,
21587592,8,2,
21589783,6,218,
21589822,14,19,
21589970,28,4,
21591927,2,3,
21593484,1,22,
21593497,13,1,
21594127,3,5,
21595411,20,5,
21595505,4,6,
21595621,1,6,
21596164,7,3,
21596877,15,2,
21597318,6,144,
21599112,15,5,
21599145,3,2,
21599616,51,31,
21600059,17,20,
21600144,75,18,
21600839,1,20,
21600922,3,52,
21601337,33,1,
21602564,84,2,
21603163,4,2,
21603325,90,3,
21607925,4,4,
21608228,4,4,
21608783,46,1,
21609473,14,1,
21610279,2,35,
21611058,3,159,
21611239,22,10,
21611304,9,13,
21611688,7,7,
21611746,17,1,
21612969,3,3,
21613937,5,5,
21613977,14,27,
21613995,1,38,
21614669,115,23,
21614972,1,15,
21615593,1,14,
21618534,23,10,
21619519,3,13,
21623308,53,3,
21623531,5,20,
21624402,9,106,
21624544,2,1,
21624907,104,6,
21625141,61,20,
21625307,117,17,
21626287,42,22,
21626577,3,86,
21627136,3,17,
21627411,27,70,
21627660,23,9,
21629561,9,4,
21630153,4,1,
21634076,1,23,
21635378,4,10,
21636313,47,27,
21636682,7,10,
21636840,7,1,
21636854,6,40,
21637075,11,1,
21637624,96,6,
21638018,38,15,
21638462,15,2,
21638784,1,15,
21639792,8,1,
21639982,29,5,
21640799,2,27,
21641344,8,27,
21642162,7,41,
21642976,74,37,
21645304,9,3,
21645888,3,13,
21646098,8,17,
21647370,4,4,
21647767,34,27,
21648360,61,12,
21648607,14,13,
21648994,83,2,
21650075,6,1,
21651332,16,2,
21651598,48,1,
21654615,14,1,
21654998,22,8,
21655440,3,1,
21655466,4,13,
21655507,5,11,
21659297,54,5,
21659808,49,14,
21660348,9,65,
21660602,8,1,
21660760,1,24,
21661279,8,8,
21662583,4,1,
21663580,14,17,
21663896,4,2,
21663950,17,43,
21663987,2,4,
21664207,11,21,
21664573,14,4,
21668309,23,22,
21670431,3,25,
21670881,1,39,
21671131,6,1,
21671322,1,2,
21671864,27,3,
21672670,28,30,
21672721,4,4,
21672825,52,1,
21673384,11,48,
21673993,30,36,
21674969,4,11,
21676371,39,38,
21676596,4,2,
21678052,167,1,
21678359,4,35,
21681252,373,65,
21681809,8,2,
21682534,13,13,
21682707,8,4,
21682847,25,1,
21683202,53,1,
21683408,26,27,
21685295,63,8,
21686387,5,39,
21686566,183,4,
21687228,6,4,
21687283,2,95,
21687784,39,133,
21689161,28,30,
21689216,1,39,
21689294,39,7,
21689936,65,8,
21691123,9,12,
21692297,14,13,
21693877,3,32,
21694568,10,1,
21694734,18,48,
21694927,5,1,
21694937,27,109,
21695356,18,3,
21695487,2,23,
21697211,9,2,
21697226,1,24,
21697900,206,8,
21698020,74,17,
21698940,35,7,
21699827,1,7,
21700934,16,3,
21702363,21,13,
21702539,17,2,
21702827,24,5,
21703165,2,7,
21703552,11,2,
21703844,31,5,
21704325,3,1,
21705130,5,4,
21705472,2,3,
21705865,27,44,
21705931,6,45,
21709230,99,5,
21709889,3,39,
21710527,27,7,
21711307,7,14,
21711511,2,16,
21713078,32,11,
21716847,2,11,
21718006,27,1,
21718653,1,22,
21720189,72,10,
21720472,7,3,
21721401,39,6,
21724128,76,5,
21724904,25,4,
21725915,4,33,
21726134,5,1,
21728134,43,12,
21728152,3,46,
21731168,1,4,
21731244,7,16,
21731779,41,51,
21733186,6,3,
21733338,2,21,
21734241,10,28,
21734298,1,7,
21734886,2,26,
21735280,217,2,
21735888,7,16,
21736084,21,16,
21739242,45,13,
21740428,39,21,
21740621,11,2,
21741551,16,15,
21741833,19,18,
21742517,9,2,
21742987,9,21,
21744518,42,98,
21744903,5,18,
21745665,6,2,
21746442,15,60,
21747416,2,12,
21749574,110,12,
21750482,12,1,
21752600,1,33,
21752657,26,23,
21752971,2,82,
21754399,103,2,
21755787,133,25,
21756999,41,32,
21761662,15,79,
21761673,12,18,
21762653,7,8,
21762998,20,62,
21763592,20,66,
21764028,40,10,
21764343,117,4,
21764966,54,2,
21766065,6,3,
21767570,1,11,
21768618,6,7,
21768766,7,6,
21769127,40,69,
21769593,139,23,
21770611,194,4,
21771403,2,165,
21771720,69,38,
21772005,34,1,
21772410,19,41,
21773872,44,4,
21774546,48,68,
21774892,4,30,
21776278,25,6,
21778016,31,3,
21778154,2,3,
21778405,7,12,
21778842,2,59,
21780251,4,1,
21781036,2,4,
21782506,1,1,
21782626,11,1,
21782856,7,14,
21783220,1,9,
21783368,8,12,
21783409,4,9,
21783950,128,3,
21786618,3,76,
21787042,12,13,
21787127,24,6,
21787252,27,8,
21787600,40,8,
21787625,3,16,
21788051,8,6,
21789272,1,26,
21791354,2,28,
21792170,138,4,
21792226,3,23,
21793203,1,69,
21793918,3,16,
21794059,4,1,
21794879,2,11,
21795208,31,1,
21796819,94,1,
21797072,15,2,
21797785,33,4,
21798005,6,8,
21798156,16,3,
21799052,8,7,
21799478,5,8,
21801911,17,1,
21803333,19,6,
21806473,25,2,
21807093,8,4,
21807926,7,9,
21808052,110,8,
21808399,30,11,
21809256,4,10,
21810002,4,55,
21810648,12,1,
21810908,5,17,
21811029,3,6,
21812198,7,13,
21814671,45,11,
21815550,5,9,
21816247,3,1,
21816442,26,15,
21816783,63,16,
21816902,4,19,
21816984,38,3,
21817105,2,12,
21817251,6,18,
21817427,54,4,
21817560,33,5,
21818383,12,24,
21818737,24,3,
21822567,8,12,
21823296,17,4,
21823402,1,22,
21826190,13,5,
21828103,13,7,
21829242,6,3,
21829567,23,9,
21832269,4,5,
21832457,10,298,
21833780,3,7,
21834006,26,23,
21834118,12,10,
21834387,19,25,
21834510,86,19,
21834788,3,3,
21838210,4,8,
21838634,2,8,
21840874,55,14,
21841045,13,75,
21841724,33,2,
21842705,9,7,
21843378,138,29,
21845346,12,60,
21848018,122,6,
21848542,6,12,
21849785,29,11,
21851089,5,4,
21851226,5,3,
21851427,10,1,
21851761,20,69,
21851890,53,8,
21852508,24,37,
21856144,29,6,
21856863,16,105,
21857760,49,15,
21858279,2,4,
21858647,28,34,
21859458,13,53,
21859563,4,23,
21861033,34,1,
21861198,7,15,
21865320,8,4,
21865734,8,9,
21866220,14,18,
21867449,48,1,
21867475,13,6,
21867620,18,3,
21868620,94,3,
21869280,11,26,
21869924,53,40,
21870081,1,4,
21870316,3,1,
21870651,163,18,
21871343,64,41,
21871522,43,2,
21872358,46,69,
21872782,29,24,
21875245,6,2,
21875413,19,144,
21875890,16,9,
21876560,5,3,
21878705,6,22,
21879024,57,2,
21879487,9,28,
21879603,8,31,
21879633,5,96,
21881592,28,11,
21883149,26,21,
21883798,23,1,
21884027,24,41,
21884158,1,1,
21884175,11,21,
21884601,16,1,
21885415,5,6,
21886583,17,1,
21887420,38,9,
21887748,2,323,
21888683,1,6,
21888696,145,42,
21889970,2,5,
21891535,2,39,
21891735,4,5,
21891867,76,18,
21894161,3,3,
21894771,7,2,
21895253,12,110,
21895513,9,9,
21896000,3,10,
21897334,8,38,
21897370,29,20,
21897587,20,18,
21901003,157,10,
21901929,1,8,
21902101,24,34,
21902226,22,17,
21902731,6,31,
21903029,7,4,
21903427,5,3,
21903491,6,1,
21903804,14,10,
21904217,30,2,
21905301,21,21,
21905547,21,2,
21906715,7,18,
21907355,29,1,
21907775,2,2,
21907788,28,134,
21908150,11,33,
21909175,8,13,
21909890,61,3,
21910137,2,24,
21910500,79,2,
21912832,3,19,
21913907,41,27,
21915043,14,18,
21915158,1,6,
21915474,21,77,
21915666,58,61,
21916557,8,18,
21916561,19,3,
